subset_settings,BytedTsinghua-SIA/DAPO-Qwen-32B,Qwen/QwQ-32B,open-thoughts/OpenThinker-7B,openai/gpt-oss-20b-high,openai/gpt-oss-20b-low,openai/gpt-oss-20b-medium,Consistency Rate
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.45,0.43,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.45,0.22,0.17
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'original')",0.0,0.42,0.33,0.47,0.45,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.45,0.35,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.46499999999999997,0.43,0.3133333333333333
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.0,0.42,0.33,0.47,0.44,0.44,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.44,0.43,0.32
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.44,0.22,0.2
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'original')",0.0,0.42,0.33,0.47,0.44,0.48,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.44,0.35,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2')",0.0,0.42,0.33,0.47,0.4,0.0,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.42,0.33,0.47,0.4,0.44,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.4,0.43,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.4,0.22,0.18
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'original')",0.0,0.42,0.33,0.47,0.4,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.4,0.35,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1')",0.0,0.42,0.33,0.47,0.41,0.0,0.31
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.0,0.42,0.33,0.47,0.41,0.44,0.26
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.41,0.43,0.3
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.41,0.22,0.2
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.0,0.42,0.33,0.47,0.41,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.41,0.35,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2')",0.0,0.42,0.33,0.47,0.38,0.0,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.0,0.42,0.33,0.47,0.38,0.44,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.38,0.43,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.38,0.22,0.18
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.42,0.33,0.47,0.38,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.38,0.35,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.49,0.22,0.185
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'original')",0.0,0.42,0.33,0.47,0.49,0.48,0.26
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'original', 'Empty Thought')",0.0,0.42,0.33,0.47,0.49,0.44,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'original', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.49,0.43,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.49,0.22,0.16
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'original', 'original')",0.0,0.42,0.33,0.47,0.49,0.48,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.49,0.35,0.22
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.49,0.35,0.24
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.355,0.41,0.41,0.35,0.32
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.0,0.42,0.355,0.41,0.38000000000000006,0.0,0.4825
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.0,0.42,0.3466666666666667,0.41,0.3975,0.44,0.308
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought', 'Empty Thought')",0.0,0.42,0.33,0.0,0.45,0.44,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought', 'Ensembled Thought V1')",0.0,0.42,0.33,0.0,0.45,0.43,0.29
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.0,0.45,0.22,0.17
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought', 'original')",0.0,0.42,0.33,0.0,0.45,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.0,0.45,0.35,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.0,0.42,0.3425,0.41,0.395,0.43,0.47833333333333333
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought')",0.0,0.42,0.33,0.41,0.445,0.44,0.2833333333333334
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.0,0.42,0.33,0.41,0.45,0.44,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.0,0.42,0.33,0.41,0.45,0.43,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.45,0.22,0.16
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.0,0.42,0.33,0.41,0.45,0.48,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.45,0.35,0.22
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.0,0.42,0.33,0.41,0.44,0.43,0.49
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.0,0.42,0.33,0.41,0.44,0.44,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.0,0.42,0.33,0.41,0.44,0.43,0.46
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.44,0.22,0.2
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.0,0.42,0.33,0.41,0.44,0.48,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.44,0.35,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.0,0.42,0.33,0.41,0.4,0.0,0.3
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.42,0.33,0.41,0.4,0.44,0.24
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.42,0.33,0.41,0.4,0.43,0.3
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.4,0.22,0.17
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.0,0.42,0.33,0.41,0.4,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.4,0.35,0.24
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.0,0.42,0.33,0.41,0.41,0.0,0.43
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.0,0.42,0.33,0.41,0.41,0.44,0.26
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.0,0.42,0.33,0.41,0.41,0.43,0.42
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.41,0.22,0.2
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.0,0.42,0.33,0.41,0.41,0.48,0.26
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.41,0.35,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.0,0.42,0.33,0.41,0.38,0.0,0.3
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.0,0.42,0.33,0.41,0.38,0.44,0.24
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.0,0.42,0.33,0.41,0.38,0.43,0.3
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.38,0.22,0.17
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.42,0.33,0.41,0.38,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.38,0.35,0.24
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.44,0.22,0.21000000000000002
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original')",0.0,0.42,0.33,0.41,0.46499999999999997,0.48,0.2866666666666667
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.0,0.42,0.33,0.41,0.49,0.44,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.0,0.42,0.33,0.41,0.49,0.43,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.49,0.22,0.16
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'original')",0.0,0.42,0.33,0.41,0.49,0.48,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.49,0.35,0.22
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.41,0.44,0.35,0.275
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2')",0.0,0.42,0.33,0.0,0.4,0.0,0.33
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.42,0.33,0.0,0.4,0.44,0.26
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.42,0.33,0.0,0.4,0.43,0.33
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.0,0.4,0.22,0.19
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'original')",0.0,0.42,0.33,0.0,0.4,0.48,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.0,0.4,0.35,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1')",0.0,0.42,0.33,0.0,0.41,0.0,0.55
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.0,0.42,0.33,0.0,0.41,0.44,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.0,0.42,0.33,0.0,0.41,0.43,0.51
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.0,0.41,0.22,0.22
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'original')",0.0,0.42,0.33,0.0,0.41,0.48,0.29
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.0,0.41,0.35,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2')",0.0,0.42,0.33,0.0,0.38,0.0,0.33
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.0,0.42,0.33,0.0,0.38,0.44,0.26
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.0,0.42,0.33,0.0,0.38,0.43,0.33
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.0,0.38,0.22,0.19
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.42,0.33,0.0,0.38,0.48,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.0,0.38,0.35,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.355,0.41,0.38000000000000006,0.22,0.2025
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.0,0.42,0.3425,0.43999999999999995,0.4075,0.48,0.32166666666666666
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought')",0.0,0.42,0.33,0.47,0.47,0.44,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'Empty Thought')",0.0,0.42,0.33,0.47,0.45,0.44,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.45,0.43,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.45,0.22,0.17
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'original')",0.0,0.42,0.33,0.47,0.45,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.45,0.35,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.46499999999999997,0.43,0.3133333333333333
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.0,0.42,0.33,0.47,0.44,0.44,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.44,0.43,0.32
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.44,0.22,0.2
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'original')",0.0,0.42,0.33,0.47,0.44,0.48,0.27
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.44,0.35,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2')",0.0,0.42,0.33,0.47,0.4,0.0,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.0,0.42,0.33,0.47,0.4,0.44,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.4,0.43,0.28
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.4,0.22,0.18
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'original')",0.0,0.42,0.33,0.47,0.4,0.48,0.25
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.4,0.35,0.23
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1')",0.0,0.42,0.33,0.47,0.41,0.0,0.31
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.0,0.42,0.33,0.47,0.41,0.44,0.26
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.0,0.42,0.33,0.47,0.41,0.43,0.3
"('Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.0,0.42,0.33,0.47,0.41,0.22,0.2
