original_row,original_col,group,model,criterion,value,model_label
6,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
8,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
9,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
11,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
13,"blue-model-79 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
0,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
4,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
7,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
10,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
11,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
13,"blue-model-87 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
1,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
3,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,2.0,DAPO
5,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
6,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
7,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
8,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
10,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
12,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
14,"blue-model-694 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
0,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
1,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
2,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
3,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
4,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
6,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
10,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
11,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
13,"blue-model-89 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
0,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
2,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,2.0,DAPO
5,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,5.0,DAPO
6,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,2.0,DAPO
8,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
10,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,2.0,DAPO
12,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
14,"blue-model-366 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
0,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
1,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
4,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,4.0,DAPO
7,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
9,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
11,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
13,"blue-model-371 - Confidence: After reading, I feel confident I understood the reasoning. (1 = Not confident at all, 5 = Very confident)",blue-model_Confidence,blue-model,Confidence,3.0,DAPO
2,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
3,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,3.0,QwQ+DAPO/OSS
4,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
6,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
9,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
12,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
14,"green-model-185 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
1,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
2,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
3,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
5,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
8,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
9,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
12,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
14,"green-model-71 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
5,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
7,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
8,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
9,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
12,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
13,"green-model-614 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,3.0,QwQ+DAPO/OSS
1,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
5,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
7,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
10,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
11,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,4.0,QwQ+DAPO/OSS
14,"green-model-668 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
0,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
2,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
3,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
4,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
6,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
8,"green-model-79 - Clarity of Steps: The reasoning steps were clear and well explained. (1 = Very unclear, 5 = Very clear)",green-model_Clarity_of_Steps,green-model,Clarity of Steps,5.0,QwQ+DAPO/OSS
