subset_settings,Consistency Rate
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.19
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'original')",0.29
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.33
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1')",0.31
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.28
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.29
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.18
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.28
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.3
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2')",0.33
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.3
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.29
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.18
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.29
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.32
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.185
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'original')",0.28
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'original', 'Empty Thought')",0.26
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'original', 'Ensembled Thought V1')",0.27
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'original', 'original')",0.26
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.28
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.31
"('Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer', 'qwen_qwq-32bComplete Thought Transfer')",0.45
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought')",0.23666666666666666
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought')",0.173
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Empty Thought')",0.154
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Empty Thought', 'Empty Thought')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Empty Thought', 'original')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1')",0.145
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Empty Thought')",0.12333333333333334
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.13333333333333333
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'original', 'original')",0.11
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.11
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V2')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V2', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V2', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V1')",0.15
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V1', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V2')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V2', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.175
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original')",0.1416666666666667
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Empty Thought')",0.14333333333333334
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Empty Thought', 'Empty Thought')",0.14
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Empty Thought', 'original')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Ensembled Thought V1')",0.12666666666666668
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.13
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Ensembled Thought V1', 'original')",0.12
"('open-thoughts_openthinker-7bComplete Thought Transfer', 'Empty Thought', 'Empty Thought', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.12
